,PassengerId,Survived,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1.0,Pclass_2.0,Pclass_3.0
226,226.0,0.0,22.0,0.0,0.0,0.0182499845802,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
227,227.0,1.0,19.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
228,228.0,0.0,20.5,0.0,0.0,0.0141510575622,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
229,229.0,0.0,18.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
230,230.0,0.0,21.0,3.0,1.0,0.0497076879475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
231,231.0,1.0,35.0,1.0,0.0,0.162932348966,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
232,232.0,0.0,29.0,0.0,0.0,0.0151757893167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
233,233.0,0.0,59.0,0.0,0.0,0.0263502451158,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
234,234.0,1.0,5.0,4.0,2.0,0.0612643198943,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
235,235.0,0.0,24.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
236,236.0,0.0,21.0,0.0,0.0,0.0147366185648,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
237,237.0,0.0,44.0,1.0,0.0,0.0507486202231,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
238,238.0,1.0,8.0,0.0,2.0,0.0512365877252,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
239,239.0,0.0,19.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
240,240.0,0.0,33.0,0.0,0.0,0.0239592043553,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
241,241.0,0.0,21.0,1.0,0.0,0.028212719478,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
242,242.0,1.0,21.0,1.0,0.0,0.030253985133,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
243,243.0,0.0,29.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
244,244.0,0.0,22.0,0.0,0.0,0.0139070738111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
245,245.0,0.0,30.0,0.0,0.0,0.014102260812,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
246,246.0,0.0,44.0,2.0,0.0,0.175668300772,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
247,247.0,0.0,25.0,0.0,0.0,0.0151757893167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
248,248.0,1.0,24.0,0.0,2.0,0.0283021151244,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
249,249.0,1.0,37.0,1.0,1.0,0.102578966805,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
250,250.0,0.0,54.0,1.0,0.0,0.0507486202231,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
251,251.0,0.0,31.0,0.0,0.0,0.0141510575622,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
252,252.0,0.0,29.0,1.0,1.0,0.0204214399648,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
253,253.0,0.0,62.0,0.0,0.0,0.0518221487278,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
254,254.0,0.0,30.0,1.0,0.0,0.0314251071381,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
255,255.0,0.0,41.0,0.0,2.0,0.0394521725484,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
256,256.0,1.0,29.0,0.0,2.0,0.0297578197768,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
257,257.0,1.0,35.0,0.0,0.0,0.15458810468,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
258,258.0,1.0,30.0,0.0,0.0,0.168836755742,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
259,259.0,1.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
260,260.0,1.0,50.0,0.0,1.0,0.0507486202231,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
261,261.0,0.0,31.0,0.0,0.0,0.0151269925665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
262,262.0,1.0,3.0,4.0,2.0,0.0612643198943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
263,263.0,0.0,52.0,1.0,1.0,0.155466446183,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
264,264.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
265,265.0,0.0,21.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
266,266.0,0.0,36.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
267,267.0,0.0,16.0,4.0,1.0,0.0774648409655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
268,268.0,1.0,25.0,1.0,0.0,0.0151757893167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
269,269.0,1.0,58.0,0.0,1.0,0.299538851192,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
270,270.0,1.0,35.0,0.0,0.0,0.264738570435,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
271,271.0,0.0,31.0,0.0,0.0,0.060507970266,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
272,272.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
273,273.0,1.0,41.0,0.0,1.0,0.0380614651673,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
274,274.0,0.0,37.0,0.0,1.0,0.0579705392548,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
275,275.0,1.0,21.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
276,276.0,1.0,63.0,1.0,0.0,0.15216446769,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
277,277.0,0.0,45.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
278,278.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
279,279.0,0.0,7.0,4.0,1.0,0.0568482139999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
280,280.0,1.0,35.0,1.0,1.0,0.0395253676738,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
281,281.0,0.0,65.0,0.0,0.0,0.0151269925665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
282,282.0,0.0,28.0,0.0,0.0,0.0153303774214,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
283,283.0,0.0,16.0,0.0,0.0,0.0185427650815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
284,284.0,1.0,19.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
285,285.0,0.0,31.0,0.0,0.0,0.0507486202231,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
286,286.0,0.0,33.0,0.0,0.0,0.0169080739493,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
287,287.0,1.0,30.0,0.0,0.0,0.0185427650815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
288,288.0,0.0,22.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
289,289.0,1.0,42.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
290,290.0,1.0,22.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
291,291.0,1.0,26.0,0.0,0.0,0.153904950177,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
292,292.0,1.0,19.0,1.0,0.0,0.177774758885,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
293,293.0,0.0,36.0,0.0,0.0,0.0251303263605,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
294,294.0,0.0,24.0,0.0,0.0,0.0172740495759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
295,295.0,0.0,24.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
296,296.0,0.0,31.0,0.0,0.0,0.0541073981339,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
297,297.0,0.0,23.5,0.0,0.0,0.014110458666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
298,298.0,0.0,2.0,1.0,2.0,0.2958058998,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
299,299.0,1.0,31.0,0.0,0.0,0.0595320352617,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
300,300.0,1.0,50.0,0.0,1.0,0.48312842602,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
301,301.0,1.0,21.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
302,302.0,1.0,31.0,2.0,0.0,0.0453809776995,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
303,303.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
304,304.0,1.0,21.0,0.0,0.0,0.024105594606,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
305,305.0,0.0,31.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
306,306.0,1.0,0.92,1.0,2.0,0.2958058998,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
307,307.0,1.0,21.0,0.0,0.0,0.216429787722,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
308,308.0,1.0,17.0,1.0,0.0,0.212558643934,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
309,309.0,0.0,30.0,1.0,0.0,0.0468448802059,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
310,310.0,1.0,30.0,0.0,0.0,0.111118398092,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
311,311.0,1.0,24.0,0.0,0.0,0.162314191735,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
312,312.0,1.0,18.0,2.0,2.0,0.512121893501,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
313,313.0,0.0,26.0,1.0,1.0,0.0507486202231,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
314,314.0,0.0,28.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
315,315.0,0.0,43.0,1.0,1.0,0.0512365877252,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
316,316.0,1.0,26.0,0.0,0.0,0.0153303774214,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
317,317.0,1.0,24.0,1.0,0.0,0.0507486202231,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
318,318.0,0.0,54.0,0.0,0.0,0.0273261801201,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
319,319.0,1.0,31.0,0.0,2.0,0.321798367144,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
320,320.0,1.0,40.0,1.0,1.0,0.262526516154,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
321,321.0,0.0,22.0,0.0,0.0,0.0141510575622,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
322,322.0,0.0,27.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
323,323.0,1.0,30.0,0.0,0.0,0.024105594606,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
324,324.0,1.0,22.0,1.0,1.0,0.0566042302488,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
325,325.0,0.0,31.0,8.0,2.0,0.135752559097,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
326,326.0,1.0,36.0,0.0,0.0,0.264738570435,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
327,327.0,0.0,61.0,0.0,0.0,0.0121747891785,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
328,328.0,1.0,36.0,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
329,329.0,1.0,31.0,1.0,1.0,0.0400621319261,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
330,330.0,1.0,16.0,0.0,1.0,0.113167861601,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
331,331.0,1.0,21.0,2.0,0.0,0.0453809776995,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
332,332.0,0.0,45.5,0.0,0.0,0.0556282952445,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
333,333.0,0.0,38.0,0.0,1.0,0.299538851192,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
334,334.0,0.0,16.0,2.0,0.0,0.0351336601544,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
335,335.0,1.0,35.0,1.0,0.0,0.260867426647,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
336,336.0,0.0,31.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
337,337.0,0.0,29.0,1.0,0.0,0.129994542571,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
338,338.0,1.0,41.0,0.0,0.0,0.262526516154,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
339,339.0,1.0,45.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
340,340.0,0.0,45.0,0.0,0.0,0.0692913853046,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
341,341.0,1.0,2.0,1.0,1.0,0.0507486202231,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
342,342.0,1.0,24.0,3.0,2.0,0.513341812257,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
343,343.0,0.0,28.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
344,344.0,0.0,25.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
345,345.0,0.0,36.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
346,346.0,1.0,24.0,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
347,347.0,1.0,40.0,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
348,348.0,1.0,35.0,1.0,0.0,0.0314251071381,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
349,349.0,1.0,3.0,1.0,1.0,0.0310347331364,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
350,350.0,0.0,42.0,0.0,0.0,0.0169080739493,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
351,351.0,0.0,23.0,0.0,0.0,0.0180060008292,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
352,352.0,0.0,31.0,0.0,0.0,0.0683154503003,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
353,353.0,0.0,15.0,1.0,1.0,0.014110458666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
354,354.0,0.0,25.0,1.0,0.0,0.0347432861527,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
355,355.0,0.0,31.0,0.0,0.0,0.014102260812,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
356,356.0,0.0,28.0,0.0,0.0,0.0185427650815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
357,357.0,1.0,22.0,0.0,1.0,0.107352850472,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
358,358.0,0.0,38.0,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
359,359.0,1.0,21.0,0.0,0.0,0.0153791741716,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
360,360.0,1.0,21.0,0.0,0.0,0.0153791741716,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
361,361.0,0.0,40.0,1.0,4.0,0.0544571732394,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
362,362.0,0.0,29.0,1.0,0.0,0.0541073981339,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
363,363.0,0.0,45.0,0.0,1.0,0.028212719478,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
364,364.0,0.0,35.0,0.0,0.0,0.0137606835605,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
365,365.0,0.0,31.0,1.0,0.0,0.030253985133,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
366,366.0,0.0,30.0,0.0,0.0,0.0141510575622,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
367,367.0,1.0,60.0,1.0,0.0,0.146878218146,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
368,368.0,1.0,35.0,0.0,0.0,0.014110458666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
369,369.0,1.0,21.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
370,370.0,1.0,24.0,0.0,0.0,0.135264591595,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
371,371.0,1.0,25.0,1.0,0.0,0.108214991455,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
372,372.0,0.0,18.0,1.0,0.0,0.0126789572017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
373,373.0,0.0,19.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
374,374.0,0.0,22.0,0.0,0.0,0.264738570435,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
375,375.0,0.0,3.0,3.0,1.0,0.0411356604308,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
376,376.0,1.0,35.0,1.0,0.0,0.160386720101,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
377,377.0,1.0,22.0,0.0,0.0,0.0141510575622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
378,378.0,0.0,27.0,0.0,2.0,0.412820506815,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
379,379.0,0.0,20.0,0.0,0.0,0.00783187840943,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
380,380.0,0.0,19.0,0.0,0.0,0.0151757893167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
381,381.0,1.0,42.0,0.0,0.0,0.444099223702,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
382,382.0,1.0,1.0,0.0,2.0,0.0307257521141,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
383,383.0,0.0,32.0,0.0,0.0,0.015468569818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
384,384.0,1.0,35.0,1.0,0.0,0.101497240446,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
385,385.0,0.0,31.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
386,386.0,0.0,18.0,0.0,0.0,0.143462445631,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
387,387.0,0.0,1.0,5.0,2.0,0.0915427034024,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
388,388.0,1.0,36.0,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
389,389.0,0.0,31.0,0.0,0.0,0.0150863936703,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
390,390.0,1.0,17.0,0.0,0.0,0.023422440103,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
391,391.0,1.0,36.0,1.0,2.0,0.23422440103,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
392,392.0,1.0,21.0,0.0,0.0,0.0152163882129,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
393,393.0,0.0,28.0,2.0,0.0,0.015468569818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
394,394.0,1.0,23.0,1.0,0.0,0.221098075222,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
395,395.0,1.0,24.0,0.0,2.0,0.0325962291433,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
396,396.0,0.0,22.0,0.0,0.0,0.0152163882129,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
397,397.0,0.0,31.0,0.0,0.0,0.0153303774214,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
398,398.0,0.0,46.0,0.0,0.0,0.0507486202231,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
399,399.0,0.0,23.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
400,400.0,1.0,28.0,0.0,0.0,0.0246911556085,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
401,401.0,1.0,39.0,0.0,0.0,0.015468569818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
402,402.0,0.0,26.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
403,403.0,0.0,21.0,1.0,0.0,0.0191771228343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
404,404.0,0.0,28.0,1.0,0.0,0.030937139636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
405,405.0,0.0,20.0,0.0,0.0,0.0169080739493,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
406,406.0,0.0,34.0,1.0,0.0,0.0409892701802,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
407,407.0,0.0,51.0,0.0,0.0,0.0151269925665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
408,408.0,1.0,3.0,1.0,1.0,0.0365975626609,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
409,409.0,0.0,21.0,0.0,0.0,0.0151757893167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
410,410.0,0.0,21.0,3.0,1.0,0.0497076879475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
411,411.0,0.0,31.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
412,412.0,0.0,31.0,0.0,0.0,0.0133865100798,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
413,413.0,1.0,33.0,1.0,0.0,0.175668300772,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
414,414.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
415,415.0,1.0,44.0,0.0,0.0,0.015468569818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
416,416.0,0.0,35.0,0.0,0.0,0.0157125535691,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
417,417.0,1.0,34.0,1.0,1.0,0.0634357752789,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
418,418.0,1.0,18.0,0.0,2.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
419,419.0,0.0,30.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
420,420.0,0.0,10.0,0.0,2.0,0.0471376607072,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
421,421.0,0.0,31.0,0.0,0.0,0.0154115752137,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
422,422.0,0.0,21.0,0.0,0.0,0.0150943963374,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
423,423.0,0.0,29.0,0.0,0.0,0.0153709763176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
424,424.0,0.0,28.0,1.0,1.0,0.0281069281236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
425,425.0,0.0,18.0,1.0,1.0,0.0394521725484,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
426,426.0,0.0,31.0,0.0,0.0,0.0141510575622,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
427,427.0,1.0,28.0,1.0,0.0,0.0507486202231,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
428,428.0,1.0,19.0,0.0,0.0,0.0507486202231,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
429,429.0,0.0,31.0,0.0,0.0,0.0151269925665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
430,430.0,1.0,32.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
431,431.0,1.0,28.0,0.0,0.0,0.0518221487278,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
432,432.0,1.0,35.0,1.0,0.0,0.0314251071381,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
433,433.0,1.0,42.0,1.0,0.0,0.0507486202231,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
434,434.0,0.0,17.0,0.0,0.0,0.0139070738111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
435,435.0,0.0,50.0,1.0,0.0,0.10910953348,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
436,436.0,1.0,14.0,1.0,2.0,0.23422440103,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
437,437.0,0.0,21.0,2.0,2.0,0.067095531545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
438,438.0,1.0,24.0,2.0,3.0,0.0365975626609,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
439,439.0,0.0,64.0,1.0,4.0,0.513341812257,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
440,440.0,0.0,31.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
441,441.0,1.0,45.0,1.0,1.0,0.0512365877252,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
442,442.0,0.0,20.0,0.0,0.0,0.0185427650815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
443,443.0,0.0,25.0,1.0,0.0,0.0151757893167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
444,444.0,1.0,28.0,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
445,445.0,1.0,31.0,0.0,0.0,0.0158345454446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
446,446.0,1.0,4.0,0.0,2.0,0.159776760723,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
447,447.0,1.0,13.0,0.0,1.0,0.0380614651673,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
448,448.0,1.0,34.0,0.0,0.0,0.0518221487278,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
449,449.0,1.0,5.0,2.0,1.0,0.0375896981862,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
450,450.0,1.0,52.0,0.0,0.0,0.0595320352617,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
